condition_name,experiment_type,seed,selection_criteria,isolation_fraction,isolation_duration,isolation_frequency,no_return,num_generations,steps_per_generation,food_initial,food_max,ctrl_avg_fitness,treat_avg_fitness,fitness_impact,ctrl_alive_final,treat_alive_final,treat_extinct,ctrl_extinction_step,treat_extinction_step,ctrl_total_food,treat_total_food,food_reduction_pct,ctrl_diversity_final,treat_diversity_final,total_isolations,total_returns
ratio_5pct,ratio_sweep,3192,adventurousness,0.05,100,5,False,5,1000,,,0.0,0.0,0.0,0,0,True,520,480,0,0,0.0,0,0,286,105
ratio_5pct,ratio_sweep,3329,adventurousness,0.05,100,5,False,5,1000,,,0.35402000000000006,0.0,-0.35402000000000006,0,0,True,3720,449,287,0,100.0,0,0,309,128
ratio_5pct,ratio_sweep,3466,adventurousness,0.05,100,5,False,5,1000,,,0.65642,0.0,-0.65642,1,0,True,,400,400,0,100.0,0.0,0,253,98
ratio_5pct,ratio_sweep,3603,adventurousness,0.05,100,5,False,5,1000,,,0.38339999999999996,0.0,-0.38339999999999996,1,0,True,940,420,195,0,100.0,0.0,0,301,118
ratio_5pct,ratio_sweep,3740,adventurousness,0.05,100,5,False,5,1000,,,0.37177999999999994,0.0,-0.37177999999999994,0,0,True,3820,400,252,0,100.0,0,0,312,129
ratio_5pct,ratio_sweep,3877,adventurousness,0.05,100,5,False,5,1000,,,0.1394,0.0,-0.1394,0,0,True,720,460,50,0,100.0,0,0,282,117
ratio_5pct,ratio_sweep,4014,adventurousness,0.05,100,5,False,5,1000,,,0.14514,0.0,-0.14514,0,0,True,892,531,49,0,100.0,0,0,302,116
ratio_5pct,ratio_sweep,4151,adventurousness,0.05,100,5,False,5,1000,,,0.11532,0.0,-0.11532,0,0,True,980,420,50,0,100.0,0,0,335,157
ratio_5pct,ratio_sweep,4288,adventurousness,0.05,100,5,False,5,1000,,,0.38888,0.0,-0.38888,0,0,True,700,480,188,0,100.0,0,0,284,109
ratio_5pct,ratio_sweep,4425,adventurousness,0.05,100,5,False,5,1000,,,0.12536,0.0,-0.12536,0,0,True,1630,580,49,0,100.0,0,0,294,128
ratio_5pct,ratio_sweep,4562,adventurousness,0.05,100,5,False,5,1000,,,0.142,0.0,-0.142,0,0,True,1768,440,49,0,100.0,0,0,286,120
ratio_5pct,ratio_sweep,4699,adventurousness,0.05,100,5,False,5,1000,,,0.57328,0.0,-0.57328,3,0,True,2880,500,347,0,100.0,0.1148,0,329,152
ratio_5pct,ratio_sweep,4836,adventurousness,0.05,100,5,False,5,1000,,,0.11472,0.0,-0.11472,0,0,True,1834,440,49,0,100.0,0,0,321,134
ratio_5pct,ratio_sweep,4973,adventurousness,0.05,100,5,False,5,1000,,,0.25726,0.0,-0.25726,0,0,True,1840,520,162,0,100.0,0,0,317,137
